Pokémon,HP,Atk,Def,SpAtk,SpDef,Speed,Type,Type,Damage Dealt,Damage Taken,HP,Num KO
THUNDURUS,79,115,70,125,80,111,ELECTRIC,FLYING,294098,221924,362,613.0497237569061
RESHIRAM,100,120,100,150,120,90,DRAGON,FIRE,391250,175459,404,434.30445544554453
ZEKROM,100,150,120,120,100,90,DRAGON,ELECTRIC,398176,172072,404,425.9207920792079
LANDORUS,89,125,90,115,80,101,GROUND,FLYING,434795,203045,382,531.5314136125654
KYUREM,125,130,90,130,90,95,DRAGON,ICE,362288,196339,454,432.4647577092511
KELDEO,91,72,90,129,90,108,WATER,FIGHTING,320673,196339,386,508.6502590673575
MELOETTA,100,77,77,128,128,90,NORMAL,PSYCHIC,398528,197547,404,488.9777227722772
GENESECT,71,120,95,120,95,99,BUG,STEEL,431486,189657,346,548.1416184971098
CHESPIN,56,61,65,48,45,38,GRASS,,209995,263234,316,833.0189873417721
QUILLADIN,61,78,95,56,58,57,GRASS,,238325,223508,326,685.6073619631902
CHESNAUGHT,88,107,122,74,75,64,GRASS,FIGHTING,357843,191944,380,505.11578947368423
FENNEKIN,40,45,40,62,60,60,FIRE,,220073,285388,284,1004.887323943662
BRAIXEN,59,59,58,90,70,73,FIRE,,272537,244439,322,759.1273291925465
DELPHOX,75,69,72,114,100,104,FIRE,PSYCHIC,365717,210627,354,594.9915254237288
FROAKIE,41,56,40,62,44,71,WATER,,185596,299323,286,1046.5839160839162
FROGADIER,54,63,52,83,56,97,WATER,,219086,264720,312,848.4615384615385
GRENINJA,72,95,67,103,71,122,WATER,DARK,341771,231463,348,665.1235632183908
BUNNELBY,38,36,38,32,36,57,NORMAL,,181338,314474,280,1123.1214285714286
DIGGERSBY,85,56,77,50,77,78,NORMAL,GROUND,249170,216149,374,577.9385026737968
FLETCHLING,45,50,43,40,38,62,NORMAL,FLYING,184462,302032,294,1027.3197278911564
FLETCHINDER,62,73,55,56,52,84,FIRE,FLYING,231012,264485,328,806.3567073170732
TALONFLAME,78,81,71,74,69,126,FIRE,FLYING,254714,228476,360,634.6555555555556
SCATTERBUG,38,35,40,27,25,35,BUG,,79773,334122,280,1193.2928571428572
SPEWPA,45,22,60,27,30,29,BUG,,69333,299066,294,1017.2312925170068
VIVILLON,80,52,50,90,50,89,BUG,FLYING,230549,274098,364,753.0164835164835
LITLEO,62,50,58,73,54,72,FIRE,NORMAL,240462,258207,328,787.2164634146342
PYROAR,86,68,72,109,66,106,FIRE,NORMAL,357030,230085,376,611.9281914893617
FLABEBE,44,38,39,61,79,42,FAIRY,,158318,280114,292,959.2945205479452
FLOETTE,54,45,47,75,98,52,FAIRY,,178039,255813,312,819.9134615384615
FLORGES,78,65,68,112,154,75,FAIRY,,337362,208925,360,580.3472222222222
SKIDDO,66,65,48,62,57,52,GRASS,,218462,270747,336,805.7946428571429
GOGOAT,123,100,62,97,81,68,GRASS,,288169,232237,450,516.0822222222222
PANCHAM,67,82,62,46,48,43,FIGHTING,,296355,261331,338,773.1686390532544
PANGORO,95,124,78,69,71,58,FIGHTING,DARK,390611,219991,394,558.3527918781726
FURFROU,75,80,60,65,90,102,NORMAL,,292262,231686,354,654.4802259887006
ESPURR,62,48,54,63,60,68,PSYCHIC,,170165,258012,328,786.6219512195122
MEOWSTIC,74,48,76,83,81,104,PSYCHIC,,200163,214635,352,609.7585227272727
HONEDGE,45,80,100,35,37,28,STEEL,GHOST,184432,263717,294,896.9965986394558
DOUBLADE,59,110,150,45,49,35,STEEL,GHOST,212175,229329,322,712.2018633540373
AEGISLASH,60,50,140,50,140,60,STEEL,GHOST,209964,145349,324,448.608024691358
SPRITZEE,78,52,60,63,65,23,FAIRY,,169503,245109,360,680.8583333333333
AROMATISSE,101,72,72,99,89,29,FAIRY,,226579,214905,406,529.3226600985222
SWIRLIX,62,48,66,59,57,49,FAIRY,,166200,245487,328,748.435975609756
SLURPUFF,82,80,86,85,75,72,FAIRY,,212574,209995,368,570.6385869565217
INKAY,53,54,53,37,46,45,DARK,PSYCHIC,164349,274839,310,886.5774193548388
MALAMAR,86,92,88,68,75,73,DARK,PSYCHIC,225906,208519,376,554.5718085106383
BINACLE,42,52,67,39,56,50,ROCK,WATER,156511,245616,288,852.8333333333334
BARBARACLE,72,105,115,86,68,54,ROCK,WATER,255594,202362,348,581.5
SKRELP,50,60,60,60,60,30,POISON,WATER,206004,249396,304,820.3815789473684
DRAGALGE,65,75,90,97,123,44,POISON,DRAGON,288319,183619,334,549.7574850299401
CLAUNCHER,50,53,62,58,63,44,WATER,,182773,244063,304,802.8388157894736
CLAWITZER,71,73,88,120,89,59,WATER,,279348,198521,346,573.7601156069364
HELIOPTILE,44,38,33,61,43,70,ELECTRIC,NORMAL,183269,316820,292,1085.0
HELIOLISK,62,55,52,109,94,109,ELECTRIC,NORMAL,355297,245343,328,747.9969512195122
TYRUNT,58,89,77,45,45,48,ROCK,DRAGON,252988,254234,320,794.48125
TYRANTRUM,82,121,119,69,59,71,ROCK,DRAGON,384432,214027,368,581.5951086956521
AMAURA,77,59,50,67,63,46,ROCK,ICE,212197,262430,358,733.0446927374302
AURORUS,123,77,72,99,92,58,ROCK,ICE,267733,213626,450,474.72444444444443
SYLVEON,95,65,65,110,130,60,FAIRY,,240130,215609,394,547.230964467005
HAWLUCHA,78,92,75,74,63,118,FIGHTING,FLYING,321032,230276,360,639.6555555555556
DEDENNE,67,58,57,81,67,101,ELECTRIC,FAIRY,216959,247949,338,733.5769230769231
CARBINK,50,50,150,50,150,50,ROCK,FAIRY,250701,138137,304,454.3980263157895
GOOMY,45,50,35,55,75,40,DRAGON,,210140,292770,294,995.8163265306123
SLIGGOO,68,75,53,83,113,60,DRAGON,,264841,240322,340,706.8294117647059
GOODRA,90,100,70,110,150,80,DRAGON,,317841,205826,384,536.0052083333334
KLEFKI,57,80,91,80,87,75,STEEL,FAIRY,272329,197416,318,620.8050314465409
PHANTUMP,43,70,48,50,60,38,GHOST,GRASS,221147,268376,290,925.4344827586207
TREVENANT,85,110,76,65,82,56,GHOST,GRASS,291914,214019,374,572.2433155080214
PUMPKABOO,49,66,70,44,55,51,GHOST,GRASS,288602,244002,302,807.9536423841059
GOURGEIST,65,90,122,58,75,84,GHOST,GRASS,348022,191944,334,574.6826347305389
BERGMITE,55,69,85,32,35,28,ICE,,150774,272853,314,868.9585987261147
AVALUGG,95,117,184,44,46,28,ICE,,250298,235079,394,596.6472081218274
NOIBAT,40,30,35,45,40,55,FLYING,DRAGON,191483,315312,284,1110.2535211267605
NOIVERN,85,70,80,97,80,123,FLYING,DRAGON,293142,211299,374,564.9705882352941
XERNEAS,126,131,95,131,98,99,FAIRY,,287953,188086,456,412.469298245614
YVELTAL,126,131,95,131,98,99,DARK,FLYING,384581,188086,456,412.469298245614
ZYGARDE,108,100,121,81,95,95,DRAGON,GROUND,282237,174880,420,416.3809523809524
DIANCIE,50,100,150,100,150,50,ROCK,FAIRY,375779,138137,304,454.3980263157895
HOOPA,80,110,60,150,130,70,PSYCHIC,GHOST,357785,224672,364,617.2307692307693
VOLCANION,80,110,120,130,90,70,FIRE,WATER,408979,178960,364,491.64835164835165
ROWLET,68,55,55,50,50,42,GRASS,FLYING,227591,266877,340,784.9323529411764
DARTRIX,78,75,75,70,70,52,GRASS,FLYING,270694,223591,360,621.0861111111111
DECIDUEYE,78,107,75,100,100,70,GRASS,GHOST,343971,206860,360,574.6111111111111
LITTEN,45,65,40,60,40,70,FIRE,,225392,304502,294,1035.7210884353742
TORRACAT,65,85,50,80,50,90,FIRE,,265330,274098,334,820.6526946107784
INCINEROAR,95,115,90,80,90,60,FIRE,DARK,313586,196339,394,498.3223350253807
POPPLIO,50,54,54,66,56,40,WATER,,192151,261650,304,860.6907894736842
BRIONNE,60,69,69,91,81,50,WATER,,232416,222645,324,687.175925925926
PRIMARINA,80,74,74,126,116,60,WATER,FAIRY,392047,203803,364,559.8983516483516
PIKIPEK,35,75,30,30,30,65,NORMAL,FLYING,263367,342413,274,1249.6824817518248
TRUMBEAK,55,85,50,40,50,75,NORMAL,FLYING,284804,274098,314,872.9235668789809
TOUCANNON,80,120,75,75,75,60,NORMAL,FLYING,385012,219650,364,603.434065934066
YUNGOOS,48,70,30,30,30,45,NORMAL,,252089,342413,300,1141.3766666666668
GUMSHOOS,88,110,60,55,60,45,NORMAL,,360701,249396,380,656.3052631578947
GRUBBIN,47,62,45,55,45,46,BUG,,136912,288711,298,968.8288590604027
CHARJABUG,57,82,95,55,75,36,BUG,ELECTRIC,188584,203967,318,641.4056603773585
VIKAVOLT,77,70,90,145,75,43,BUG,ELECTRIC,348084,207171,358,578.6899441340782
CRABRAWLER,47,82,57,42,47,63,FIGHTING,,296725,268327,298,900.4261744966443
CRABOMINABLE,97,132,77,62,67,43,FIGHTING,ICE,408171,224473,398,564.0025125628141
ORICORIO,75,70,70,98,70,93,FIRE,FLYING,265204,228692,354,646.0225988700565
CUTIEFLY,40,45,40,55,40,84,BUG,FAIRY,154455,304502,284,1072.1901408450703
RIBOMBEE,60,55,60,95,70,124,BUG,FAIRY,216601,241434,324,745.1666666666666
ROCKRUFF,45,65,40,30,40,60,ROCK,,173497,304502,294,1035.7210884353742
LYCANROC,75,115,65,55,65,112,ROCK,,247976,238639,354,674.1214689265537
WISHIWASHI,45,20,20,25,25,40,WATER,,125604,381099,294,1296.2551020408164
MAREANIE,50,53,62,43,52,45,POISON,WATER,190014,255804,304,841.4605263157895
TOXAPEX,50,63,152,53,142,35,POISON,WATER,208396,139812,304,459.9078947368421
MUDBRAY,70,100,70,45,55,45,GROUND,,226064,244002,344,709.3081395348837
MUDSDALE,100,125,100,55,85,35,GROUND,,263221,192650,404,476.85643564356434
DEWPIDER,38,40,52,40,72,27,WATER,BUG,150340,253324,280,904.7285714285714
ARAQUANID,68,70,92,50,132,42,WATER,BUG,186671,179625,340,528.3088235294117
FOMANTIS,40,55,35,50,35,35,GRASS,,195463,322370,284,1135.105633802817
LURANTIS,70,105,90,80,90,45,GRASS,,298419,196339,344,570.7529069767442
MORELULL,40,35,55,65,75,15,GRASS,FAIRY,206283,246478,284,867.8802816901408
SHIINOTIC,60,45,80,90,100,30,GRASS,FAIRY,250614,201103,324,620.6882716049382
SALANDIT,48,44,40,71,40,77,POISON,FIRE,235889,304502,300,1015.0066666666667
SALAZZLE,68,64,60,111,60,117,POISON,FIRE,312198,249396,340,733.5176470588235
STUFFUL,70,75,50,45,50,50,NORMAL,FIGHTING,281601,274098,344,796.796511627907
BEWEAR,120,125,80,55,60,60,NORMAL,FIGHTING,393273,229669,444,517.2725225225225
BOUNSWEET,42,30,38,30,38,32,GRASS,,156118,311343,288,1081.0520833333333
STEENEE,52,40,48,40,48,62,GRASS,,175872,279751,308,908.2824675324675
TSAREENA,72,120,98,50,98,72,GRASS,,319149,185798,348,533.9022988505748
COMFEY,51,52,90,82,110,100,FAIRY,,197022,187408,306,612.4444444444445
ORANGURU,90,60,80,90,110,60,NORMAL,PSYCHIC,316384,197764,384,515.0104166666666
PASSIMIAN,100,120,90,40,60,80,FIGHTING,,381213,223282,404,552.6782178217821
WIMPOD,25,35,40,20,30,80,BUG,WATER,107943,322143,254,1268.2795275590552
GOLISOPOD,75,125,140,60,90,40,BUG,WATER,262163,172326,354,486.79661016949154
SANDYGAST,55,55,80,70,45,15,GHOST,GROUND,181570,252486,314,804.0955414012739
PALOSSAND,85,75,110,100,75,35,GHOST,GROUND,231993,196355,374,525.0133689839572
PYUKUMUKU,55,60,130,30,130,5,WATER,,98559,153185,314,487.8503184713376
TYPENULL,95,95,95,95,95,59,NORMAL,,345744,189657,394,481.3629441624365
SILVALLY,95,95,95,95,95,95,NORMAL,,541419,189657,394,481.3629441624365
MINIOR,60,60,100,60,100,60,ROCK,FLYING,275729,183369,324,565.9537037037037
KOMALA,65,115,65,75,95,65,NORMAL,,374563,222137,334,665.0808383233533
TURTONATOR,60,78,135,91,85,36,FIRE,DRAGON,337233,178088,324,549.6543209876543
TOGEDEMARU,65,98,63,40,73,96,ELECTRIC,STEEL,289686,235225,334,704.2664670658683
MIMIKYU,55,90,80,50,105,96,GHOST,FAIRY,211174,199335,314,634.8248407643312
BRUXISH,68,105,70,70,70,92,WATER,PSYCHIC,282833,228692,340,672.6235294117647
DRAMPA,78,60,85,135,91,36,NORMAL,DRAGON,412367,200119,360,555.8861111111111
DHELMISE,70,131,100,86,90,40,GHOST,GRASS,341621,189137,344,549.8168604651163
JANGMOO,45,55,65,45,45,45,DRAGON,,200196,263234,294,895.3537414965987
HAKAMOO,55,75,90,65,70,65,DRAGON,FIGHTING,285480,211847,314,674.671974522293
KOMMOO,75,110,125,100,105,85,DRAGON,FIGHTING,365621,166834,354,471.28248587570624
TAPUKOKO,70,115,85,95,75,130,ELECTRIC,FAIRY,259566,210780,344,612.7325581395348
TAPULELE,70,85,75,130,115,95,PSYCHIC,FAIRY,321889,202652,344,589.1046511627907
TAPUBULU,70,130,115,85,95,75,GRASS,FAIRY,327144,177614,344,516.3197674418604
TAPUFINI,70,75,115,95,130,85,WATER,FAIRY,240813,161625,344,469.8401162790698
COSMOG,43,29,31,29,31,37,PSYCHIC,,0,338236,290,1166.3310344827587
COSMOEM,43,29,131,131,37,37,PSYCHIC,,108731,260363,290,897.803448275862
SOLGALEO,137,137,107,113,89,97,PSYCHIC,STEEL,379436,185744,478,388.5857740585774
LUNALA,137,113,89,137,107,97,PSYCHIC,GHOST,338771,189389,478,396.2112970711297
NIHILEGO,109,53,47,127,131,103,ROCK,POISON,318005,253154,422,599.8909952606635
BUZZWOLE,107,139,139,53,53,79,BUG,FIGHTING,423759,221721,418,530.433014354067
PHEROMOSA,71,137,37,137,37,151,BUG,FIGHTING,377940,314939,346,910.2283236994219
XURKITREE,83,89,71,173,71,83,ELECTRIC,,397767,226857,370,613.127027027027
CELESTEELA,97,101,103,107,101,61,STEEL,FLYING,385706,180866,398,454.43718592964825
KARTANA,59,181,131,59,31,109,GRASS,STEEL,431822,278882,322,866.0931677018633
GUZZLORD,223,101,53,97,53,43,DARK,DRAGON,298657,266206,650,409.54769230769233
NECROZMA,97,107,101,127,89,79,PSYCHIC,,420426,189191,398,475.3542713567839
MAGEARNA,80,95,115,130,115,65,STEEL,FAIRY,393837,166925,364,458.58516483516485
MARSHADOW,90,125,80,90,90,125,FIGHTING,GHOST,393903,205449,384,535.0234375
POIPOLE,67,73,67,73,67,73,POISON,,225340,234580,338,694.0236686390532
NAGANADEL,73,73,73,127,73,121,POISON,DRAGON,342865,223210,350,637.7428571428571
STAKATAKA,61,131,211,53,101,13,ROCK,STEEL,353097,152761,326,468.5920245398773
BLACEPHALON,53,127,53,151,79,107,FIRE,GHOST,473964,248153,310,800.4935483870968
ZERAORA,88,112,75,102,80,143,ELECTRIC,,263598,216289,380,569.1815789473684
MELTAN,46,65,65,55,35,34,STEEL,,219506,282908,296,955.7702702702703
MELMETAL,135,143,143,80,65,34,STEEL,,386509,200493,474,422.9810126582278
GROOKEY,50,65,50,40,40,65,GRASS,,220009,288100,304,947.6973684210526
THWACKEY,70,85,70,55,60,80,GRASS,,257763,238037,344,691.9680232558139
RILLABOOM,100,125,90,60,70,85,GRASS,,331428,211847,404,524.3737623762377
SCORBUNNY,50,71,40,40,40,69,FIRE,,222123,304502,304,1001.6513157894736
RABOOT,65,86,60,55,60,94,FIRE,,250303,249396,334,746.6946107784431
CINDERACE,80,116,75,65,75,119,FIRE,,306458,219650,364,603.434065934066
SOBBLE,50,40,40,70,40,70,WATER,,197683,304502,304,1001.6513157894736
DRIZZILE,65,60,55,95,55,90,WATER,,238122,261201,334,782.0389221556886
INTELEON,70,85,65,125,65,120,WATER,,389947,238639,344,693.7180232558139
SKWOVET,70,55,55,35,35,25,NORMAL,,221114,291700,344,847.9651162790698
GREEDENT,120,95,95,55,75,20,NORMAL,,328582,203967,444,459.38513513513516
ROOKIDEE,38,47,35,33,35,57,FLYING,,204241,322370,280,1151.3214285714287
CORVISQUIRE,68,67,55,43,55,77,FLYING,,246571,261201,340,768.2382352941177
CORVIKNIGHT,98,87,105,53,85,67,FLYING,STEEL,290628,189829,400,474.5725
BLIPBUG,25,20,20,25,45,45,BUG,,58391,359219,254,1414.248031496063
DOTTLER,50,35,80,50,90,30,BUG,PSYCHIC,179828,205449,304,675.8190789473684
ORBEETLE,60,45,110,80,120,90,BUG,PSYCHIC,233061,168119,324,518.8858024691358
NICKIT,40,28,28,52,47,50,DARK,,114249,327794,284,1154.2042253521126
THIEVUL,70,58,58,92,87,90,DARK,,212946,236128,344,686.4186046511628
GOSSIFLEUR,40,40,60,40,60,10,GRASS,,175222,249396,284,878.1549295774648
ELDEGOSS,60,50,90,80,120,60,GRASS,,252182,184386,324,569.0925925925926
WOOLOO,42,40,55,40,45,48,NORMAL,,163207,273795,288,950.6770833333334
DUBWOOL,72,80,100,60,90,88,NORMAL,,298841,189137,348,543.4971264367816
CHEWTLE,50,64,50,38,38,44,WATER,,156742,291553,304,959.0559210526316
DREDNAW,90,115,90,48,68,74,WATER,ROCK,370177,213894,384,557.015625
YAMPER,59,45,50,40,50,26,ELECTRIC,,152667,274098,322,851.2360248447205
BOLTUND,69,90,60,90,60,121,ELECTRIC,,238228,249396,342,729.2280701754386
ROLYCOLY,30,40,50,40,50,30,ROCK,,225712,274098,264,1038.25
CARKOL,80,60,90,60,70,50,ROCK,FIRE,277338,211847,364,581.9972527472528
COALOSSAL,110,80,120,80,90,30,ROCK,FIRE,327590,178960,424,422.07547169811323
APPLIN,40,40,80,40,40,20,GRASS,DRAGON,175222,262692,284,924.9718309859155
FLAPPLE,70,110,80,95,60,70,GRASS,DRAGON,303905,229669,344,667.6424418604652
APPLETUN,110,85,80,100,80,30,GRASS,DRAGON,296211,211299,424,498.34669811320754
SILICOBRA,52,57,75,35,50,46,GROUND,,162975,247025,308,802.0292207792207
SANDACONDA,72,107,125,65,70,71,GROUND,,238293,196979,348,566.0316091954023
CRAMORANT,70,85,55,85,95,85,FLYING,WATER,252386,239202,344,695.3546511627907
ARROKUDA,41,63,40,40,30,66,WATER,,157240,322143,286,1126.3741258741259
BARRASKEWDA,61,123,60,60,50,136,WATER,,260240,260712,326,799.7300613496933
TOXEL,40,38,35,54,35,40,ELECTRIC,POISON,186648,322370,284,1135.105633802817
TOXTRICITY,75,98,70,114,70,75,ELECTRIC,POISON,303388,228692,354,646.0225988700565
SIZZLIPEDE,50,65,45,50,50,45,FIRE,BUG,195228,282955,304,930.7730263157895
CENTISKORCH,100,115,65,90,90,65,FIRE,BUG,308051,223918,404,554.2524752475248
CLOBBOPUS,50,68,60,50,50,32,FIGHTING,,217996,260712,304,857.6052631578947
GRAPPLOCT,80,118,90,70,80,42,FIGHTING,,304601,203045,364,557.815934065934
SINISTEA,40,45,45,74,54,50,GHOST,,165215,279118,284,982.8098591549295
POLTEAGEIST,60,65,65,134,114,70,GHOST,,278525,217567,324,671.5030864197531
HATENNA,42,30,45,56,53,39,PSYCHIC,,190368,279992,288,972.1944444444445
HATTREM,57,40,65,86,73,49,PSYCHIC,,243362,232599,318,731.4433962264151
HATTERENE,57,90,95,136,103,29,PSYCHIC,FAIRY,332488,185759,318,584.1477987421383
IMPIDIMP,45,45,30,55,40,50,DARK,FAIRY,142378,328252,294,1116.5034013605443
MORGREM,65,60,45,75,55,70,DARK,FAIRY,165557,278264,334,833.125748502994
GRIMMSNARL,95,120,65,95,75,60,DARK,FAIRY,260139,231295,394,587.0431472081218
OBSTAGOON,93,90,101,60,81,95,DARK,NORMAL,319111,195231,390,500.5923076923077
PERRSERKER,70,110,100,50,60,50,STEEL,,247238,218414,344,634.9244186046511
CURSOLA,60,95,50,145,130,30,GHOST,,308036,245787,324,758.6018518518518
SIRFETCHD,62,135,95,68,82,65,FIGHTING,,414650,198078,328,603.8963414634146
MRRIME,80,85,75,110,100,70,ICE,PSYCHIC,287183,206860,364,568.2967032967033
RUNERIGUS,58,95,145,50,105,30,GROUND,GHOST,240193,159757,320,499.240625
MILCERY,45,40,40,50,61,34,FAIRY,,132447,284768,294,968.5986394557823
ALCREMIE,65,60,75,110,121,64,FAIRY,,239741,201457,334,603.1646706586827
FALINKS,65,100,100,70,60,75,FIGHTING,,274645,218414,334,653.934131736527
PINCURCHIN,48,101,95,91,85,15,ELECTRIC,,304431,195844,300,652.8133333333334
SNOM,30,25,35,45,30,20,ICE,BUG,129414,331223,264,1254.6325757575758
FROSMOTH,70,65,60,125,90,65,ICE,BUG,287073,231686,344,673.5058139534884
STONJOURNER,100,125,135,20,20,70,ROCK,,347723,321660,404,796.1881188118812
EISCUE,75,80,110,65,90,50,ICE,,205253,183490,354,518.3333333333334
INDEEDEE,60,65,55,105,95,95,PSYCHIC,NORMAL,284623,239202,324,738.2777777777778
MORPEKO,58,95,58,70,58,97,ELECTRIC,DARK,244359,253995,320,793.734375
CUFANT,72,80,49,40,49,40,STEEL,,256360,276969,348,795.8879310344828
COPPERAJAH,122,130,69,80,69,30,STEEL,,355182,230654,448,514.8526785714286
DRACOZOLT,90,100,90,80,70,75,ELECTRIC,DRAGON,281729,211847,384,551.6848958333334
ARCTOZOLT,90,100,90,90,80,55,ELECTRIC,ICE,243034,203045,384,528.7630208333334
DRACOVISH,90,90,100,70,80,75,WATER,DRAGON,262296,196630,384,512.0572916666666
ARCTOVISH,90,90,100,80,90,55,WATER,ICE,226180,189137,384,492.5442708333333
DURALUDON,70,95,115,120,50,85,STEEL,DRAGON,358748,230777,344,670.8633720930233
DREEPY,28,60,30,40,30,82,DRAGON,GHOST,175308,342413,260,1316.9730769230769
DRAKLOAK,68,80,50,60,50,102,DRAGON,GHOST,243046,274098,340,806.1705882352941
DRAGAPULT,88,120,75,100,75,142,DRAGON,GHOST,320320,219650,380,578.0263157894736
ZACIAN,92,120,115,80,115,138,FAIRY,,257178,166925,388,430.21907216494844
ZAMAZENTA,92,120,115,80,115,138,FIGHTING,,309566,166925,388,430.21907216494844
ETERNATUS,140,85,95,145,95,130,POISON,DRAGON,463069,189657,484,391.85330578512395
KUBFU,60,90,60,53,50,72,FIGHTING,,314357,260712,324,804.6666666666666
URSHIFU,100,130,100,63,60,97,FIGHTING,DARK,403618,218414,404,540.6287128712871
ZARUDE,105,120,105,70,95,105,DARK,GRASS,321424,182929,414,441.85748792270533
REGIELEKI,80,100,50,100,50,200,ELECTRIC,,375779,274098,364,753.0164835164835
REGIDRAGO,200,100,50,100,50,80,DRAGON,,385265,274098,604,453.8046357615894
GLASTRIER,100,145,130,65,110,30,ICE,,292343,161992,404,400.970297029703
SPECTRIER,100,65,60,145,80,130,GHOST,,289807,235818,404,583.7079207920792
CALYREX,100,80,80,80,80,80,PSYCHIC,GRASS,265528,211299,404,523.0173267326733
WYRDEER,103,105,72,105,75,65,NORMAL,PSYCHIC,369423,222824,410,543.4731707317073
KLEAVOR,70,130,95,45,75,85,BUG,ROCK,270360,203967,344,592.9273255813954
URSALUNA,130,140,105,45,80,50,NORMAL,GROUND,425939,193960,464,418.01724137931035
BASCULEGION,120,112,65,80,75,78,WATER,GHOST,294435,231295,444,520.9346846846847
SNEASLER,80,130,60,40,80,120,FIGHTING,POISON,403415,235818,364,647.8516483516484
OVERQWIL,85,115,95,65,65,85,DARK,POISON,409463,214394,374,573.2459893048128
ENAMORUS,74,115,70,135,80,106,FAIRY,FLYING,411871,221924,352,630.4659090909091
SPRIGATITO,40,61,54,45,45,65,GRASS,,187838,275035,284,968.4330985915493
FLORAGATO,61,80,63,60,63,83,GRASS,,217421,242807,326,744.8067484662577
MEOWSCARADA,76,110,70,81,70,123,GRASS,DARK,297309,228692,356,642.3932584269663
FUECOCO,67,45,59,63,40,36,FIRE,,222023,277662,338,821.4852071005918
CROCALOR,81,55,78,90,58,49,FIRE,,272116,233638,366,638.3551912568306
SKELEDIRGE,104,75,100,110,75,66,FIRE,GHOST,357210,201101,412,488.1092233009709
QUAXLY,55,65,45,50,45,50,WATER,,174234,288711,314,919.4617834394904
QUAXWELL,70,85,65,65,60,65,WATER,,201482,243317,344,707.3168604651163
QUAQUAVAL,85,120,80,85,75,85,WATER,FIGHTING,323782,214935,374,574.692513368984
LECHONK,54,45,40,35,45,35,NORMAL,,172826,298221,312,955.8365384615385
OINKOLOGNE,110,100,75,59,80,65,NORMAL,,339762,216289,424,510.11556603773585
TAROUNTULA,35,41,45,29,40,20,BUG,,127833,295680,274,1079.1240875912408
SPIDOPS,60,79,92,52,86,35,BUG,,194706,197277,324,608.8796296296297
NYMBLE,33,46,40,21,25,45,BUG,,132359,334122,270,1237.4888888888888
LOKIX,71,102,78,52,55,92,BUG,DARK,227726,237604,346,686.7167630057803
PAWMI,45,50,20,40,25,60,ELECTRIC,,154247,381099,294,1296.2551020408164
PAWMO,60,75,40,50,40,85,ELECTRIC,FIGHTING,281408,304502,324,939.820987654321
PAWMOT,70,115,70,70,60,105,ELECTRIC,FIGHTING,370736,238037,344,691.9680232558139
CLODSIRE,130,75,60,45,100,20,POISON,GROUND,226218,228852,464,493.2155172413793
TANDEMAUS,50,50,45,40,45,75,NORMAL,,181909,288711,304,949.7072368421053
MAUSHOLD,74,75,70,65,75,111,NORMAL,,291671,225062,352,639.3806818181819
FIDOUGH,37,55,70,30,55,65,FAIRY,,147785,244002,278,877.705035971223
DACHSBUN,57,80,115,50,80,95,FAIRY,,197161,189445,318,595.7389937106918
SMOLIV,41,35,45,58,51,30,GRASS,NORMAL,211460,281951,286,985.8426573426574
DOLLIV,52,53,60,78,78,33,GRASS,NORMAL,250847,236806,308,768.8506493506494
ARBOLIVA,78,69,90,125,109,39,GRASS,NORMAL,391102,187750,360,521.5277777777778
SQUAWKABILLY,82,96,51,45,51,92,NORMAL,FLYING,329328,271448,368,737.6304347826087
NACLI,55,55,75,35,35,25,ROCK,,167029,276915,314,881.8949044585987
NACLSTACK,60,60,100,35,65,35,ROCK,,172738,211920,324,654.074074074074
GARGANACL,100,100,130,45,90,35,ROCK,,372440,175254,404,433.7970297029703
ANNIHILAPE,110,115,80,50,90,90,FIGHTING,GHOST,370202,205449,424,484.54952830188677
CHARCADET,40,50,40,50,40,35,FIRE,,202307,304502,284,1072.1901408450703
ARMAROUGE,85,60,100,125,80,75,FIRE,PSYCHIC,338597,196630,374,525.7486631016043
CERULEDGE,75,125,80,60,100,85,FIRE,GHOST,316408,201103,354,568.0875706214689
TADBULB,61,31,41,59,35,45,ELECTRIC,,195658,310590,326,952.7300613496933
BELLIBOLT,109,64,91,103,83,45,ELECTRIC,,274044,200079,422,474.12085308056874
WATTREL,40,40,35,55,40,70,ELECTRIC,FLYING,180853,315312,284,1110.2535211267605
KILOWATTREL,70,70,60,105,60,125,ELECTRIC,FLYING,260188,249396,344,724.9883720930233
DUDUNSPARCE,125,100,80,85,75,55,NORMAL,,347988,214935,454,473.4251101321586
FARIGIRAF,120,90,70,110,70,60,NORMAL,PSYCHIC,366980,228692,444,515.072072072072
MASCHIFF,60,78,60,40,51,51,DARK,,156205,259389,324,800.5833333333334
MABOSSTIFF,80,120,90,60,70,85,DARK,,254978,211847,364,581.9972527472528
SHROODLE,40,65,35,40,35,75,POISON,NORMAL,208227,322370,284,1135.105633802817
GRAFAIAI,63,95,65,80,72,110,POISON,NORMAL,326106,233288,330,706.9333333333333
BRAMBLIN,40,65,30,45,35,60,GRASS,GHOST,214303,334520,284,1177.887323943662
BRAMBLEGHAST,55,115,70,80,70,90,GRASS,GHOST,304066,228692,314,728.3184713375796
TOEDSCOOL,40,40,35,50,100,70,GROUND,GRASS,198243,289263,284,1018.5316901408451
TOEDSCRUEL,80,70,65,80,120,100,GROUND,GRASS,258092,216684,364,595.2857142857143
KLAWF,70,100,115,35,55,75,ROCK,,227083,221595,344,644.171511627907
