Pokémon,HP,Atk,Def,SpAtk,SpDef,Speed,Type,Type,Damage Dealt,Damage Taken,HP,Num KO
FROGADIER,54,63,52,83,56,97,WATER,,0,22397,312,71.78525641025641
GRENINJA,72,95,67,103,71,122,WATER,DARK,0,20446,348,58.752873563218394
BUNNELBY,38,36,38,32,36,57,NORMAL,,0,27479,280,98.13928571428572
DIGGERSBY,85,56,77,50,77,78,NORMAL,GROUND,0,20796,374,55.60427807486631
FLETCHLING,45,50,43,40,38,62,NORMAL,FLYING,0,24824,294,84.43537414965986
FLETCHINDER,62,73,55,56,52,84,FIRE,FLYING,0,21588,328,65.8170731707317
TALONFLAME,78,81,71,74,69,126,FIRE,FLYING,0,18636,360,51.766666666666666
SCATTERBUG,38,35,40,27,25,35,BUG,,0,29753,280,106.26071428571429
SPEWPA,45,22,60,27,30,29,BUG,,0,26108,294,88.80272108843538
VIVILLON,80,52,50,90,50,89,BUG,FLYING,0,26055,364,71.57967032967034
LITLEO,62,50,58,73,54,72,FIRE,NORMAL,0,22400,328,68.29268292682927
PYROAR,86,68,72,109,66,106,FIRE,NORMAL,0,19980,376,53.138297872340424
FLABEBE,44,38,39,61,79,42,FAIRY,,0,21095,292,72.2431506849315
FLOETTE,54,45,47,75,98,52,FAIRY,,0,19075,312,61.13782051282051
FLORGES,78,65,68,112,154,75,FAIRY,,0,15088,360,41.91111111111111
SKIDDO,66,65,48,62,57,52,GRASS,,0,25835,336,76.88988095238095
GOGOAT,123,100,62,97,81,68,GRASS,,0,22039,450,48.97555555555556
PANCHAM,67,82,62,46,48,43,FIGHTING,,0,23635,338,69.92603550295858
PANGORO,95,124,78,69,71,58,FIGHTING,DARK,0,19478,394,49.43654822335025
FURFROU,75,80,60,65,90,102,NORMAL,,0,19936,354,56.31638418079096
ESPURR,62,48,54,63,60,68,PSYCHIC,,0,23087,328,70.38719512195122
MEOWSTIC,74,48,76,83,81,104,PSYCHIC,,0,19287,352,54.79261363636363
HONEDGE,45,80,100,35,37,28,STEEL,GHOST,0,14650,294,49.82993197278912
DOUBLADE,59,110,150,45,49,35,STEEL,GHOST,0,12152,322,37.73913043478261
AEGISLASH,60,50,140,50,140,60,STEEL,GHOST,0,8709,324,26.87962962962963
SPRITZEE,78,52,60,63,65,23,FAIRY,,0,19464,360,54.06666666666667
AROMATISSE,101,72,72,99,89,29,FAIRY,,0,16976,406,41.8128078817734
SWIRLIX,62,48,66,59,57,49,FAIRY,,0,19548,328,59.59756097560975
SLURPUFF,82,80,86,85,75,72,FAIRY,,0,16742,368,45.494565217391305
INKAY,53,54,53,37,46,45,DARK,PSYCHIC,0,26026,310,83.95483870967742
MALAMAR,86,92,88,68,75,73,DARK,PSYCHIC,0,19727,376,52.465425531914896
BINACLE,42,52,67,39,56,50,ROCK,WATER,0,24469,288,84.96180555555556
BARBARACLE,72,105,115,86,68,54,ROCK,WATER,0,19593,348,56.30172413793103
SKRELP,50,60,60,60,60,30,POISON,WATER,0,20008,304,65.8157894736842
DRAGALGE,65,75,90,97,123,44,POISON,DRAGON,0,14473,334,43.33233532934132
CLAUNCHER,50,53,62,58,63,44,WATER,,0,20689,304,68.05592105263158
CLAWITZER,71,73,88,120,89,59,WATER,,0,16844,346,48.68208092485549
HELIOPTILE,44,38,33,61,43,70,ELECTRIC,NORMAL,0,26819,292,91.8458904109589
HELIOLISK,62,55,52,109,94,109,ELECTRIC,NORMAL,0,20147,328,61.423780487804876
TYRUNT,58,89,77,45,45,48,ROCK,DRAGON,0,21659,320,67.684375
TYRANTRUM,82,121,119,69,59,71,ROCK,DRAGON,0,17612,368,47.858695652173914
AMAURA,77,59,50,67,63,46,ROCK,ICE,0,31012,358,86.62569832402235
AURORUS,123,77,72,99,92,58,ROCK,ICE,0,25243,450,56.095555555555556
SYLVEON,95,65,65,110,130,60,FAIRY,,0,15921,394,40.40862944162436
HAWLUCHA,78,92,75,74,63,118,FIGHTING,FLYING,0,20324,360,56.455555555555556
DEDENNE,67,58,57,81,67,101,ELECTRIC,FAIRY,0,18643,338,55.15680473372781
CARBINK,50,50,150,50,150,50,ROCK,FAIRY,0,12572,304,41.35526315789474
GOOMY,45,50,35,55,75,40,DRAGON,,0,22518,294,76.59183673469387
SLIGGOO,68,75,53,83,113,60,DRAGON,,0,18210,340,53.55882352941177
GOODRA,90,100,70,110,150,80,DRAGON,,0,15446,384,40.223958333333336
KLEFKI,57,80,91,80,87,75,STEEL,FAIRY,0,12524,318,39.38364779874214
PHANTUMP,43,70,48,50,60,38,GHOST,GRASS,0,20170,290,69.55172413793103
TREVENANT,85,110,76,65,82,56,GHOST,GRASS,0,16257,374,43.467914438502675
PUMPKABOO,49,66,70,44,55,51,GHOST,GRASS,0,18538,302,61.384105960264904
GOURGEIST,65,90,122,58,75,84,GHOST,GRASS,0,14261,334,42.69760479041916
BERGMITE,55,69,85,32,35,28,ICE,,0,25688,314,81.80891719745223
AVALUGG,95,117,184,44,46,28,ICE,,0,19242,394,48.83756345177665
NOIBAT,40,30,35,45,40,55,FLYING,DRAGON,0,25445,284,89.59507042253522
NOIVERN,85,70,80,97,80,123,FLYING,DRAGON,0,17129,374,45.79946524064171
XERNEAS,126,131,95,131,98,99,FAIRY,,0,15003,456,32.901315789473685
YVELTAL,126,131,95,131,98,99,DARK,FLYING,0,15022,456,32.94298245614035
ZYGARDE,108,100,121,81,95,95,DRAGON,GROUND,0,15332,420,36.50476190476191
DIANCIE,50,100,150,100,150,50,ROCK,FAIRY,0,12572,304,41.35526315789474
HOOPA,80,110,60,150,130,70,PSYCHIC,GHOST,0,16857,364,46.31043956043956
VOLCANION,80,110,120,130,90,70,FIRE,WATER,0,14386,364,39.52197802197802
ROWLET,68,55,55,50,50,42,GRASS,FLYING,0,25492,340,74.97647058823529
DARTRIX,78,75,75,70,70,52,GRASS,FLYING,0,21381,360,59.391666666666666
DECIDUEYE,78,107,75,100,100,70,GRASS,GHOST,0,15449,360,42.91388888888889
LITTEN,45,65,40,60,40,70,FIRE,,0,25357,294,86.24829931972789
TORRACAT,65,85,50,80,50,90,FIRE,,0,22800,334,68.26347305389221
INCINEROAR,95,115,90,80,90,60,FIRE,DARK,0,16443,394,41.733502538071065
POPPLIO,50,54,54,66,56,40,WATER,,0,22162,304,72.90131578947368
BRIONNE,60,69,69,91,81,50,WATER,,0,18783,324,57.97222222222222
PRIMARINA,80,74,74,126,116,60,WATER,FAIRY,0,15495,364,42.56868131868132
PIKIPEK,35,75,30,30,30,65,NORMAL,FLYING,0,28108,274,102.58394160583941
TRUMBEAK,55,85,50,40,50,75,NORMAL,FLYING,0,22535,314,71.76751592356688
TOUCANNON,80,120,75,75,75,60,NORMAL,FLYING,0,18100,364,49.72527472527472
YUNGOOS,48,70,30,30,30,45,NORMAL,,0,29901,300,99.67
GUMSHOOS,88,110,60,55,60,45,NORMAL,,0,21834,380,57.45789473684211
GRUBBIN,47,62,45,55,45,46,BUG,,0,25892,298,86.88590604026845
CHARJABUG,57,82,95,55,75,36,BUG,ELECTRIC,0,16986,318,53.41509433962264
VIKAVOLT,77,70,90,145,75,43,BUG,ELECTRIC,0,17329,358,48.40502793296089
CRABRAWLER,47,82,57,42,47,63,FIGHTING,,0,24315,298,81.59395973154362
CRABOMINABLE,97,132,77,62,67,43,FIGHTING,ICE,0,23834,398,59.88442211055276
ORICORIO,75,70,70,98,70,93,FIRE,FLYING,0,18684,354,52.779661016949156
CUTIEFLY,40,45,40,55,40,84,BUG,FAIRY,0,26474,284,93.21830985915493
RIBOMBEE,60,55,60,95,70,124,BUG,FAIRY,0,20882,324,64.45061728395062
ROCKRUFF,45,65,40,30,40,60,ROCK,,0,29146,294,99.1360544217687
LYCANROC,75,115,65,55,65,112,ROCK,,0,22840,354,64.51977401129943
WISHIWASHI,45,20,20,25,25,40,WATER,,0,32119,294,109.24829931972789
MAREANIE,50,53,62,43,52,45,POISON,WATER,0,20521,304,67.5032894736842
TOXAPEX,50,63,152,53,142,35,POISON,WATER,0,11286,304,37.125
MUDBRAY,70,100,70,45,55,45,GROUND,,0,22564,344,65.59302325581395
MUDSDALE,100,125,100,55,85,35,GROUND,,0,17863,404,44.21534653465346
DEWPIDER,38,40,52,40,72,27,WATER,BUG,0,21043,280,75.15357142857142
ARAQUANID,68,70,92,50,132,42,WATER,BUG,0,14801,340,43.53235294117647
FOMANTIS,40,55,35,50,35,35,GRASS,,0,30825,284,108.53873239436619
LURANTIS,70,105,90,80,90,45,GRASS,,0,18920,344,55.0
MORELULL,40,35,55,65,75,15,GRASS,FAIRY,0,22344,284,78.67605633802818
SHIINOTIC,60,45,80,90,100,30,GRASS,FAIRY,0,18304,324,56.49382716049383
SALANDIT,48,44,40,71,40,77,POISON,FIRE,0,27040,300,90.13333333333334
SALAZZLE,68,64,60,111,60,117,POISON,FIRE,0,22146,340,65.13529411764706
STUFFUL,70,75,50,45,50,50,NORMAL,FIGHTING,0,25769,344,74.90988372093024
BEWEAR,120,125,80,55,60,60,NORMAL,FIGHTING,0,21495,444,48.41216216216216
BOUNSWEET,42,30,38,30,38,32,GRASS,,0,29782,288,103.40972222222223
STEENEE,52,40,48,40,48,62,GRASS,,0,26786,308,86.96753246753246
TSAREENA,72,120,98,50,98,72,GRASS,,0,17872,348,51.35632183908046
COMFEY,51,52,90,82,110,100,FAIRY,,0,14832,306,48.470588235294116
ORANGURU,90,60,80,90,110,60,NORMAL,PSYCHIC,0,17217,384,44.8359375
PASSIMIAN,100,120,90,40,60,80,FIGHTING,,0,20046,404,49.618811881188115
WIMPOD,25,35,40,20,30,80,BUG,WATER,0,27039,254,106.45275590551181
GOLISOPOD,75,125,140,60,90,40,BUG,WATER,0,14204,354,40.12429378531073
SANDYGAST,55,55,80,70,45,15,GHOST,GROUND,0,19179,314,61.0796178343949
PALOSSAND,85,75,110,100,75,35,GHOST,GROUND,0,15084,374,40.331550802139034
PYUKUMUKU,55,60,130,30,130,5,WATER,,0,12966,314,41.29299363057325
TYPENULL,95,95,95,95,95,59,NORMAL,,0,16636,394,42.223350253807105
SILVALLY,95,95,95,95,95,95,NORMAL,,0,16636,394,42.223350253807105
MINIOR,60,60,100,60,100,60,ROCK,FLYING,0,15416,324,47.58024691358025
KOMALA,65,115,65,75,95,65,NORMAL,,0,19106,334,57.203592814371255
TURTONATOR,60,78,135,91,85,36,FIRE,DRAGON,0,13358,324,41.22839506172839
TOGEDEMARU,65,98,63,40,73,96,ELECTRIC,STEEL,0,17732,334,53.08982035928144
MIMIKYU,55,90,80,50,105,96,GHOST,FAIRY,0,12540,314,39.93630573248408
BRUXISH,68,105,70,70,70,92,WATER,PSYCHIC,0,20729,340,60.96764705882353
DRAMPA,78,60,85,135,91,36,NORMAL,DRAGON,0,16916,360,46.98888888888889
DHELMISE,70,131,100,86,90,40,GHOST,GRASS,0,14434,344,41.9593023255814
JANGMOO,45,55,65,45,45,45,DRAGON,,0,20931,294,71.1938775510204
HAKAMOO,55,75,90,65,70,65,DRAGON,FIGHTING,0,18941,314,60.32165605095541
KOMMOO,75,110,125,100,105,85,DRAGON,FIGHTING,0,14927,354,42.166666666666664
TAPUKOKO,70,115,85,95,75,130,ELECTRIC,FAIRY,0,15972,344,46.43023255813954
TAPULELE,70,85,75,130,115,95,PSYCHIC,FAIRY,0,16176,344,47.02325581395349
TAPUBULU,70,130,115,85,95,75,GRASS,FAIRY,0,16320,344,47.44186046511628
TAPUFINI,70,75,115,95,130,85,WATER,FAIRY,0,12665,344,36.81686046511628
COSMOG,43,29,31,29,31,37,PSYCHIC,,0,30247,290,104.3
COSMOEM,43,29,131,131,37,37,PSYCHIC,,0,19691,290,67.9
SOLGALEO,137,137,107,113,89,97,PSYCHIC,STEEL,0,13755,478,28.776150627615063
LUNALA,137,113,89,137,107,97,PSYCHIC,GHOST,0,15239,478,31.880753138075313
NIHILEGO,109,53,47,127,131,103,ROCK,POISON,0,20772,422,49.22274881516588
BUZZWOLE,107,139,139,53,53,79,BUG,FIGHTING,0,20087,418,48.05502392344498
PHEROMOSA,71,137,37,137,37,151,BUG,FIGHTING,0,31289,346,90.4306358381503
XURKITREE,83,89,71,173,71,83,ELECTRIC,,0,18536,370,50.097297297297295
CELESTEELA,97,101,103,107,101,61,STEEL,FLYING,0,11484,398,28.85427135678392
KARTANA,59,181,131,59,31,109,GRASS,STEEL,0,19195,322,59.61180124223603
GUZZLORD,223,101,53,97,53,43,DARK,DRAGON,0,22988,650,35.36615384615384
NECROZMA,97,107,101,127,89,79,PSYCHIC,,0,16936,398,42.552763819095475
MAGEARNA,80,95,115,130,115,65,STEEL,FAIRY,0,10584,364,29.076923076923077
MARSHADOW,90,125,80,90,90,125,FIGHTING,GHOST,0,15046,384,39.182291666666664
POIPOLE,67,73,67,73,67,73,POISON,,0,19382,338,57.34319526627219
NAGANADEL,73,73,73,127,73,121,POISON,DRAGON,0,17868,350,51.05142857142857
STAKATAKA,61,131,211,53,101,13,ROCK,STEEL,0,12534,326,38.4478527607362
BLACEPHALON,53,127,53,151,79,107,FIRE,GHOST,0,16570,310,53.45161290322581
ZERAORA,88,112,75,102,80,143,ELECTRIC,,0,17654,380,46.45789473684211
MELTAN,46,65,65,55,35,34,STEEL,,0,19825,296,66.97635135135135
MELMETAL,135,143,143,80,65,34,STEEL,,0,13338,474,28.139240506329113
GROOKEY,50,65,50,40,40,65,GRASS,,0,27497,304,90.45065789473684
THWACKEY,70,85,70,55,60,80,GRASS,,0,22801,344,66.28197674418605
RILLABOOM,100,125,90,60,70,85,GRASS,,0,20228,404,50.06930693069307
SCORBUNNY,50,71,40,40,40,69,FIRE,,0,25357,304,83.41118421052632
RABOOT,65,86,60,55,60,94,FIRE,,0,20759,334,62.15269461077844
CINDERACE,80,116,75,65,75,119,FIRE,,0,18311,364,50.30494505494506
SOBBLE,50,40,40,70,40,70,WATER,,0,25818,304,84.92763157894737
DRIZZILE,65,60,55,95,55,90,WATER,,0,22211,334,66.5
INTELEON,70,85,65,125,65,120,WATER,,0,20210,344,58.75
SKWOVET,70,55,55,35,35,25,NORMAL,,0,25119,344,73.0203488372093
GREEDENT,120,95,95,55,75,20,NORMAL,,0,17721,444,39.91216216216216
ROOKIDEE,38,47,35,33,35,57,FLYING,,0,26260,280,93.78571428571429
CORVISQUIRE,68,67,55,43,55,77,FLYING,,0,21380,340,62.88235294117647
CORVIKNIGHT,98,87,105,53,85,67,FLYING,STEEL,0,12061,400,30.1525
BLIPBUG,25,20,20,25,45,45,BUG,,0,30942,254,121.81889763779527
DOTTLER,50,35,80,50,90,30,BUG,PSYCHIC,0,19913,304,65.5032894736842
ORBEETLE,60,45,110,80,120,90,BUG,PSYCHIC,0,16314,324,50.351851851851855
NICKIT,40,28,28,52,47,50,DARK,,0,28235,284,99.41901408450704
THIEVUL,70,58,58,92,87,90,DARK,,0,20327,344,59.09011627906977
GOSSIFLEUR,40,40,60,40,60,10,GRASS,,0,23895,284,84.13732394366197
ELDEGOSS,60,50,90,80,120,60,GRASS,,0,17491,324,53.98456790123457
WOOLOO,42,40,55,40,45,48,NORMAL,,0,23896,288,82.97222222222223
DUBWOOL,72,80,100,60,90,88,NORMAL,,0,16611,348,47.73275862068966
CHEWTLE,50,64,50,38,38,44,WATER,,0,24582,304,80.86184210526316
DREDNAW,90,115,90,48,68,74,WATER,ROCK,0,21260,384,55.364583333333336
YAMPER,59,45,50,40,50,26,ELECTRIC,,0,22348,322,69.40372670807453
BOLTUND,69,90,60,90,60,121,ELECTRIC,,0,20351,342,59.505847953216374
ROLYCOLY,30,40,50,40,50,30,ROCK,,0,26219,264,99.31439393939394
CARKOL,80,60,90,60,70,50,ROCK,FIRE,0,21441,364,58.90384615384615
COALOSSAL,110,80,120,80,90,30,ROCK,FIRE,0,18050,424,42.570754716981135
APPLIN,40,40,80,40,40,20,GRASS,DRAGON,0,24144,284,85.01408450704226
FLAPPLE,70,110,80,95,60,70,GRASS,DRAGON,0,21922,344,63.72674418604651
APPLETUN,110,85,80,100,80,30,GRASS,DRAGON,0,20397,424,48.1061320754717
SILICOBRA,52,57,75,35,50,46,GROUND,,0,22587,308,73.33441558441558
SANDACONDA,72,107,125,65,70,71,GROUND,,0,17559,348,50.456896551724135
CRAMORANT,70,85,55,85,95,85,FLYING,WATER,0,18699,344,54.35755813953488
ARROKUDA,41,63,40,40,30,66,WATER,,0,27190,286,95.06993006993007
BARRASKEWDA,61,123,60,60,50,136,WATER,,0,22040,326,67.60736196319019
TOXEL,40,38,35,54,35,40,ELECTRIC,POISON,0,26976,284,94.98591549295774
TOXTRICITY,75,98,70,114,70,75,ELECTRIC,POISON,0,19218,354,54.28813559322034
SIZZLIPEDE,50,65,45,50,50,45,FIRE,BUG,0,24959,304,82.10197368421052
CENTISKORCH,100,115,65,90,90,65,FIRE,BUG,0,19511,404,48.29455445544554
CLOBBOPUS,50,68,60,50,50,32,FIGHTING,,0,23595,304,77.61513157894737
GRAPPLOCT,80,118,90,70,80,42,FIGHTING,,0,18463,364,50.722527472527474
SINISTEA,40,45,45,74,54,50,GHOST,,0,18809,284,66.22887323943662
POLTEAGEIST,60,65,65,134,114,70,GHOST,,0,13992,324,43.18518518518518
HATENNA,42,30,45,56,53,39,PSYCHIC,,0,25002,288,86.8125
HATTREM,57,40,65,86,73,49,PSYCHIC,,0,20809,318,65.437106918239
HATTERENE,57,90,95,136,103,29,PSYCHIC,FAIRY,0,15242,318,47.930817610062896
IMPIDIMP,45,45,30,55,40,50,DARK,FAIRY,0,25682,294,87.35374149659864
MORGREM,65,60,45,75,55,70,DARK,FAIRY,0,21836,334,65.37724550898204
GRIMMSNARL,95,120,65,95,75,60,DARK,FAIRY,0,18168,394,46.111675126903556
OBSTAGOON,93,90,101,60,81,95,DARK,NORMAL,0,18933,390,48.54615384615385
PERRSERKER,70,110,100,50,60,50,STEEL,,0,15339,344,44.59011627906977
CURSOLA,60,95,50,145,130,30,GHOST,,0,14783,324,45.626543209876544
SIRFETCHD,62,135,95,68,82,65,FIGHTING,,0,17962,328,54.76219512195122
MRRIME,80,85,75,110,100,70,ICE,PSYCHIC,0,21245,364,58.36538461538461
RUNERIGUS,58,95,145,50,105,30,GROUND,GHOST,0,12321,320,38.503125
MILCERY,45,40,40,50,61,34,FAIRY,,0,22202,294,75.51700680272108
ALCREMIE,65,60,75,110,121,64,FAIRY,,0,15427,334,46.18862275449102
FALINKS,65,100,100,70,60,75,FIGHTING,,0,19391,334,58.05688622754491
PINCURCHIN,48,101,95,91,85,15,ELECTRIC,,0,16008,300,53.36
SNOM,30,25,35,45,30,20,ICE,BUG,0,37431,264,141.7840909090909
FROSMOTH,70,65,60,125,90,65,ICE,BUG,0,25510,344,74.15697674418605
STONJOURNER,100,125,135,20,20,70,ROCK,,0,24366,404,60.31188118811881
EISCUE,75,80,110,65,90,50,ICE,,0,18494,354,52.24293785310734
INDEEDEE,60,65,55,105,95,95,PSYCHIC,NORMAL,0,20484,324,63.22222222222222
MORPEKO,58,95,58,70,58,97,ELECTRIC,DARK,0,21624,320,67.575
CUFANT,72,80,49,40,49,40,STEEL,,0,19989,348,57.439655172413794
COPPERAJAH,122,130,69,80,69,30,STEEL,,0,16685,448,37.24330357142857
DRACOZOLT,90,100,90,80,70,75,ELECTRIC,DRAGON,0,16731,384,43.5703125
ARCTOZOLT,90,100,90,90,80,55,ELECTRIC,ICE,0,19722,384,51.359375
DRACOVISH,90,90,100,70,80,75,WATER,DRAGON,0,15257,384,39.731770833333336
ARCTOVISH,90,90,100,80,90,55,WATER,ICE,0,18519,384,48.2265625
DURALUDON,70,95,115,120,50,85,STEEL,DRAGON,0,13281,344,38.60755813953488
DREEPY,28,60,30,40,30,82,DRAGON,GHOST,0,22119,260,85.07307692307693
DRAKLOAK,68,80,50,60,50,102,DRAGON,GHOST,0,17722,340,52.12352941176471
DRAGAPULT,88,120,75,100,75,142,DRAGON,GHOST,0,14240,380,37.473684210526315
ZACIAN,92,120,115,80,115,138,FAIRY,,0,13327,388,34.347938144329895
ZAMAZENTA,92,120,115,80,115,138,FIGHTING,,0,15151,388,39.04896907216495
ETERNATUS,140,85,95,145,95,130,POISON,DRAGON,0,15182,484,31.367768595041323
KUBFU,60,90,60,53,50,72,FIGHTING,,0,23595,324,72.82407407407408
URSHIFU,100,130,100,63,60,97,FIGHTING,DARK,0,18773,404,46.46782178217822
ZARUDE,105,120,105,70,95,105,DARK,GRASS,0,19101,414,46.13768115942029
REGIELEKI,80,100,50,100,50,200,ELECTRIC,,0,22348,364,61.395604395604394
REGIDRAGO,200,100,50,100,50,80,DRAGON,,0,22101,604,36.591059602649004
GLASTRIER,100,145,130,65,110,30,ICE,,0,16294,404,40.33168316831683
SPECTRIER,100,65,60,145,80,130,GHOST,,0,15748,404,38.98019801980198
CALYREX,100,80,80,80,80,80,PSYCHIC,GRASS,0,22515,404,55.73019801980198
WYRDEER,103,105,72,105,75,65,NORMAL,PSYCHIC,0,19645,410,47.91463414634146
KLEAVOR,70,130,95,45,75,85,BUG,ROCK,0,17978,344,52.26162790697674
URSALUNA,130,140,105,45,80,50,NORMAL,GROUND,0,18509,464,39.890086206896555
BASCULEGION,120,112,65,80,75,78,WATER,GHOST,0,15808,444,35.6036036036036
SNEASLER,80,130,60,40,80,120,FIGHTING,POISON,0,22037,364,60.54120879120879
OVERQWIL,85,115,95,65,65,85,DARK,POISON,0,15419,374,41.22727272727273
ENAMORUS,74,115,70,135,80,106,FAIRY,FLYING,0,17683,352,50.23579545454545
SPRIGATITO,40,61,54,45,45,65,GRASS,,0,26275,284,92.51760563380282
FLORAGATO,61,80,63,60,63,83,GRASS,,0,23249,326,71.3159509202454
MEOWSCARADA,76,110,70,81,70,123,GRASS,DARK,0,23925,356,67.20505617977528
FUECOCO,67,45,59,63,40,36,FIRE,,0,22846,338,67.59171597633136
CROCALOR,81,55,78,90,58,49,FIRE,,0,19278,366,52.67213114754098
SKELEDIRGE,104,75,100,110,75,66,FIRE,GHOST,0,13744,412,33.359223300970875
QUAXLY,55,65,45,50,45,50,WATER,,0,24440,314,77.8343949044586
QUAXWELL,70,85,65,65,60,65,WATER,,0,20614,344,59.924418604651166
QUAQUAVAL,85,120,80,85,75,85,WATER,FIGHTING,0,19669,374,52.59090909090909
LECHONK,54,45,40,35,45,35,NORMAL,,0,26065,312,83.54166666666667
OINKOLOGNE,110,100,75,59,80,65,NORMAL,,0,18950,424,44.693396226415096
TAROUNTULA,35,41,45,29,40,20,BUG,,0,26544,274,96.87591240875912
SPIDOPS,60,79,92,52,86,35,BUG,,0,17757,324,54.80555555555556
NYMBLE,33,46,40,21,25,45,BUG,,0,29753,270,110.1962962962963
LOKIX,71,102,78,52,55,92,BUG,DARK,0,21250,346,61.41618497109827
PAWMI,45,50,20,40,25,60,ELECTRIC,,0,30928,294,105.19727891156462
PAWMO,60,75,40,50,40,85,ELECTRIC,FIGHTING,0,26177,324,80.79320987654322
PAWMOT,70,115,70,70,60,105,ELECTRIC,FIGHTING,0,20513,344,59.63081395348837
CLODSIRE,130,75,60,45,100,20,POISON,GROUND,0,19450,464,41.918103448275865
TANDEMAUS,50,50,45,40,45,75,NORMAL,,0,25234,304,83.00657894736842
MAUSHOLD,74,75,70,65,75,111,NORMAL,,0,19729,352,56.04829545454545
FIDOUGH,37,55,70,30,55,65,FAIRY,,0,19436,278,69.9136690647482
DACHSBUN,57,80,115,50,80,95,FAIRY,,0,14912,318,46.893081761006286
SMOLIV,41,35,45,58,51,30,GRASS,NORMAL,0,27927,286,97.64685314685315
DOLLIV,52,53,60,78,78,33,GRASS,NORMAL,0,23370,308,75.87662337662337
ARBOLIVA,78,69,90,125,109,39,GRASS,NORMAL,0,18642,360,51.78333333333333
SQUAWKABILLY,82,96,51,45,51,92,NORMAL,FLYING,0,22280,368,60.54347826086956
NACLI,55,55,75,35,35,25,ROCK,,0,25298,314,80.56687898089172
NACLSTACK,60,60,100,35,65,35,ROCK,,0,19898,324,61.41358024691358
GARGANACL,100,100,130,45,90,35,ROCK,,0,16509,404,40.863861386138616
ANNIHILAPE,110,115,80,50,90,90,FIGHTING,GHOST,0,15046,424,35.485849056603776
CHARCADET,40,50,40,50,40,35,FIRE,,0,25357,284,89.28521126760563
ARMAROUGE,85,60,100,125,80,75,FIRE,PSYCHIC,0,16872,374,45.11229946524064
CERULEDGE,75,125,80,60,100,85,FIRE,GHOST,0,13627,354,38.494350282485875
TADBULB,61,31,41,59,35,45,ELECTRIC,,0,25295,326,77.5920245398773
BELLIBOLT,109,64,91,103,83,45,ELECTRIC,,0,16337,422,38.71327014218009
WATTREL,40,40,35,55,40,70,ELECTRIC,FLYING,0,23145,284,81.49647887323944
KILOWATTREL,70,70,60,105,60,125,ELECTRIC,FLYING,0,18381,344,53.43313953488372
DUDUNSPARCE,125,100,80,85,75,55,NORMAL,,0,18813,454,41.43832599118943
FARIGIRAF,120,90,70,110,70,60,NORMAL,PSYCHIC,0,20180,444,45.450450450450454
MASCHIFF,60,78,60,40,51,51,DARK,,0,22581,324,69.69444444444444
MABOSSTIFF,80,120,90,60,70,85,DARK,,0,18409,364,50.574175824175825
SHROODLE,40,65,35,40,35,75,POISON,NORMAL,0,26798,284,94.35915492957747
GRAFAIAI,63,95,65,80,72,110,POISON,NORMAL,0,19374,330,58.70909090909091
BRAMBLIN,40,65,30,45,35,60,GRASS,GHOST,0,25233,284,88.84859154929578
BRAMBLEGHAST,55,115,70,80,70,90,GRASS,GHOST,0,17402,314,55.4203821656051
TOEDSCOOL,40,40,35,50,100,70,GROUND,GRASS,0,26623,284,93.74295774647888
TOEDSCRUEL,80,70,65,80,120,100,GROUND,GRASS,0,20910,364,57.44505494505494
KLAWF,70,100,115,35,55,75,ROCK,,0,19973,344,58.06104651162791
CAPSAKID,50,62,40,62,40,50,GRASS,,0,29168,304,95.94736842105263
SCOVILLAIN,65,108,65,108,65,75,GRASS,FIRE,0,20191,334,60.452095808383234
RELLOR,41,50,60,31,58,30,BUG,,0,22585,286,78.96853146853147
RABSCA,75,50,85,115,100,45,BUG,PSYCHIC,0,18951,354,53.53389830508475
FLITTLE,30,35,30,55,30,75,PSYCHIC,,0,30592,264,115.87878787878788
ESPATHRA,95,60,60,101,60,105,PSYCHIC,,0,22336,394,56.69035532994924
TINKATINK,50,45,45,35,64,58,FAIRY,STEEL,0,16862,304,55.4671052631579
TINKATUFF,65,55,55,45,82,78,FAIRY,STEEL,0,15032,334,45.0059880239521
TINKATON,85,75,77,70,105,94,FAIRY,STEEL,0,12567,374,33.601604278074866
WIGLETT,10,55,25,35,25,95,WATER,,0,30878,224,137.84821428571428
WUGTRIO,35,100,50,50,70,120,WATER,,0,21572,274,78.72992700729927
BOMBIRDIER,70,103,85,60,85,82,FLYING,DARK,0,16278,344,47.31976744186046
FINIZEN,70,45,40,45,40,75,WATER,,0,25818,344,75.05232558139535
PALAFIN,100,70,72,53,62,100,WATER,,0,19835,404,49.09653465346535
VAROOM,45,70,63,30,45,47,STEEL,POISON,0,19297,294,65.6360544217687
REVAVROOM,80,119,90,54,67,90,STEEL,POISON,0,15700,364,43.13186813186813
CYCLIZAR,70,95,65,85,65,121,DRAGON,NORMAL,0,20103,344,58.43895348837209
ORTHWORM,70,85,145,60,55,65,STEEL,,0,14005,344,40.71220930232558
GLIMMET,48,35,42,105,60,60,ROCK,POISON,0,25547,300,85.15666666666667
GLIMMORA,83,55,90,130,81,86,ROCK,POISON,0,18803,370,50.81891891891892
GREAVARD,50,61,60,30,55,34,GHOST,,0,17344,304,57.05263157894737
HOUNDSTONE,72,101,100,50,97,68,GHOST,,0,12626,348,36.2816091954023
FLAMIGO,82,115,74,75,64,90,FLYING,FIGHTING,0,20330,368,55.244565217391305
CETODDLE,108,68,45,30,40,43,ICE,,0,29786,420,70.91904761904762
